module	path	ast_fanin	text_mentions	distributions	core_by_threshold	undercounted	in_core_paths
parrot.conf	packages/ai-parrot/src/parrot/conf.py	1162	112	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot._imports	packages/ai-parrot/src/parrot/_imports.py	1025	52	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.models.basic	packages/ai-parrot/src/parrot/models/basic.py	1008	8	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.models.outputs	packages/ai-parrot/src/parrot/models/outputs.py	1003	23	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.models.stores	packages/ai-parrot/src/parrot/models/stores.py	993	11	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.exceptions	packages/ai-parrot/src/parrot/exceptions.py	976	12	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.models.responses	packages/ai-parrot/src/parrot/models/responses.py	971	29	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.models.infographic	packages/ai-parrot/src/parrot/models/infographic.py	969	9	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.outputs.a2ui.models	packages/ai-parrot/src/parrot/outputs/a2ui/models.py	969	51	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.embeddings.catalog	packages/ai-parrot/src/parrot/embeddings/catalog.py	965	1	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.models.crew_definition	packages/ai-parrot/src/parrot/models/crew_definition.py	965	2	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.embeddings.matryoshka	packages/ai-parrot/src/parrot/embeddings/matryoshka.py	964	1	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.embeddings	packages/ai-parrot/src/parrot/embeddings/__init__.py	963	16	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.embeddings.registry	packages/ai-parrot/src/parrot/embeddings/registry.py	963	2	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.models.voice	packages/ai-parrot/src/parrot/models/voice.py	963	4	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.models.google	packages/ai-parrot/src/parrot/models/google.py	961	8	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.models.infographic_templates	packages/ai-parrot/src/parrot/models/infographic_templates.py	961	2	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.models.conference	packages/ai-parrot/src/parrot/models/conference.py	960	0	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.models.datasets	packages/ai-parrot/src/parrot/models/datasets.py	960	0	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.models.generation	packages/ai-parrot/src/parrot/models/generation.py	960	0	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.models	packages/ai-parrot/src/parrot/models/__init__.py	959	119	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.outputs.a2ui.catalog.base	packages/ai-parrot/src/parrot/outputs/a2ui/catalog/base.py	958	34	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.core.events.lifecycle.events.agent	packages/ai-parrot/src/parrot/core/events/lifecycle/events/agent.py	956	1	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.core.events.lifecycle.events.client	packages/ai-parrot/src/parrot/core/events/lifecycle/events/client.py	956	2	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.core.events.lifecycle.events.flow	packages/ai-parrot/src/parrot/core/events/lifecycle/events/flow.py	956	2	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.core.events.lifecycle.events.invoke	packages/ai-parrot/src/parrot/core/events/lifecycle/events/invoke.py	956	1	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.core.events.lifecycle.events.memory	packages/ai-parrot/src/parrot/core/events/lifecycle/events/memory.py	956	1	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.core.events.lifecycle.events.message	packages/ai-parrot/src/parrot/core/events/lifecycle/events/message.py	956	1	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.core.events.lifecycle.events.tool	packages/ai-parrot/src/parrot/core/events/lifecycle/events/tool.py	956	1	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.core.events.lifecycle.events	packages/ai-parrot/src/parrot/core/events/lifecycle/events/__init__.py	955	19	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.outputs.a2ui.graph.models	packages/ai-parrot/src/parrot/outputs/a2ui/graph/models.py	954	3	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.outputs.a2ui.compat	packages/ai-parrot/src/parrot/outputs/a2ui/compat.py	953	5	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.outputs.a2ui.graph.layout	packages/ai-parrot/src/parrot/outputs/a2ui/graph/layout.py	952	0	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.outputs.a2ui.graph.mermaid	packages/ai-parrot/src/parrot/outputs/a2ui/graph/mermaid.py	952	0	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.outputs.a2ui.serialization	packages/ai-parrot/src/parrot/outputs/a2ui/serialization.py	952	17	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.core.events.lifecycle.subscribers.opentelemetry	packages/ai-parrot/src/parrot/core/events/lifecycle/subscribers/opentelemetry.py	951	2	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.outputs.a2ui.graph	packages/ai-parrot/src/parrot/outputs/a2ui/graph/__init__.py	951	9	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.core.events.lifecycle	packages/ai-parrot/src/parrot/core/events/lifecycle/__init__.py	950	34	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.outputs.a2ui.catalog.basic.inputs	packages/ai-parrot/src/parrot/outputs/a2ui/catalog/basic/inputs.py	949	1	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.outputs.a2ui.catalog.basic.layout	packages/ai-parrot/src/parrot/outputs/a2ui/catalog/basic/layout.py	949	1	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
