module	path	ast_fanin	text_mentions	distributions	core_by_threshold	undercounted	in_core_paths
parrot.setup.wizard	packages/ai-parrot/src/parrot/setup/wizard.py	8	7	ai-parrot	False	False	False
parrot_loaders.epubloader	packages/ai-parrot-loaders/src/parrot_loaders/epubloader.py	8	2	ai-parrot,ai-parrot-loaders	False	False	False
parrot_loaders.ocr.models	packages/ai-parrot-loaders/src/parrot_loaders/ocr/models.py	8	1	ai-parrot-loaders	False	False	False
parrot_tools.contracts.retrieval	packages/ai-parrot-tools/src/parrot_tools/contracts/retrieval.py	8	0	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.models.location	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/models/location.py	8	1	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.models.time_block	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/models/time_block.py	8	1	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.models.worker	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/models/worker.py	8	1	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.parsers.location_parsers	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/parsers/location_parsers.py	8	0	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.parsers.time_block_parsers	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/parsers/time_block_parsers.py	8	0	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.parsers.worker_parsers	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/parsers/worker_parsers.py	8	0	ai-parrot-tools	False	False	False
parrot_tools.legal.boe.models	packages/ai-parrot-tools/src/parrot_tools/legal/boe/models.py	8	0	ai-parrot-tools	False	False	False
parrot_tools.multistoresearch.origins.base	packages/ai-parrot-tools/src/parrot_tools/multistoresearch/origins/base.py	8	0	ai-parrot-tools	False	False	False
navrules.environment	packages/navrules/src/navrules/environment.py	7	0	navrules	False	False	False
parrot.eval.models	packages/ai-parrot/src/parrot/eval/models.py	7	6	ai-parrot	False	False	False
parrot.integrations.agentd.protocol	packages/ai-parrot-integrations/src/parrot/integrations/agentd/protocol.py	7	0	ai-parrot-integrations	False	False	False
parrot.integrations.matrix.crew.coordinator	packages/ai-parrot-integrations/src/parrot/integrations/matrix/crew/coordinator.py	7	0	ai-parrot-integrations	False	False	False
parrot.integrations.matrix.crew.mention	packages/ai-parrot-integrations/src/parrot/integrations/matrix/crew/mention.py	7	0	ai-parrot-integrations	False	False	False
parrot.integrations.matrix.crew.tunnel	packages/ai-parrot-integrations/src/parrot/integrations/matrix/crew/tunnel.py	7	0	ai-parrot-integrations	False	False	False
parrot.integrations.msteams.voice.models	packages/ai-parrot-integrations/src/parrot/integrations/msteams/voice/models.py	7	0	ai-parrot-integrations	False	False	False
parrot.integrations.telegram.auth	packages/ai-parrot-integrations/src/parrot/integrations/telegram/auth.py	7	1	ai-parrot,ai-parrot-integrations	False	False	False
parrot.integrations.telegram.models	packages/ai-parrot-integrations/src/parrot/integrations/telegram/models.py	7	1	ai-parrot,ai-parrot-integrations	False	False	False
parrot.integrations.utils	packages/ai-parrot-integrations/src/parrot/integrations/utils.py	7	2	ai-parrot,ai-parrot-integrations	False	False	False
parrot.knowledge.bookstore.catalog	packages/ai-parrot/src/parrot/knowledge/bookstore/catalog.py	7	1	ai-parrot	False	False	False
parrot.knowledge.bookstore.relations	packages/ai-parrot/src/parrot/knowledge/bookstore/relations.py	7	1	ai-parrot	False	False	False
parrot.stores.kb.cache	packages/ai-parrot/src/parrot/stores/kb/cache.py	7	0	ai-parrot,ai-parrot-integrations	False	False	False
parrot.tools.execution_plan.catalog	packages/ai-parrot/src/parrot/tools/execution_plan/catalog.py	7	1	ai-parrot,ai-parrot-server	False	False	False
parrot_loaders.mobiloader	packages/ai-parrot-loaders/src/parrot_loaders/mobiloader.py	7	2	ai-parrot	False	False	False
parrot_tools.business_automation.models	packages/ai-parrot-tools/src/parrot_tools/business_automation/models.py	7	4	ai-parrot-integrations,ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.models	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/models/__init__.py	7	5	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.parsers	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/parsers/__init__.py	7	0	ai-parrot-tools	False	False	False
parrot_tools.odoo.transport.base	packages/ai-parrot-tools/src/parrot_tools/odoo/transport/base.py	7	0	ai-parrot-tools	False	False	False
parrot_tools.tool_optimizations.models	packages/ai-parrot-tools/src/parrot_tools/tool_optimizations/models.py	7	0	ai-parrot-tools	False	False	False
navrules.operators	packages/navrules/src/navrules/operators.py	6	1	navrules	False	False	False
navrules.registry	packages/navrules/src/navrules/registry.py	6	0	navrules	False	False	False
parrot.autonomous.heartbeat	packages/ai-parrot-server/src/parrot/autonomous/heartbeat.py	6	2	ai-parrot,ai-parrot-integrations	False	False	False
parrot.autonomous.transport.base	packages/ai-parrot-server/src/parrot/autonomous/transport/base.py	6	0	ai-parrot-server	False	False	False
parrot.bots.flows.authoring.catalog	packages/ai-parrot/src/parrot/bots/flows/authoring/catalog.py	6	0	ai-parrot,ai-parrot-server	False	False	False
parrot.integrations.a2ui_resume	packages/ai-parrot-integrations/src/parrot/integrations/a2ui_resume.py	6	2	ai-parrot,ai-parrot-integrations	False	False	False
parrot.integrations.agentd.config	packages/ai-parrot-integrations/src/parrot/integrations/agentd/config.py	6	0	ai-parrot-integrations	False	False	False
parrot.integrations.core.auth.post_auth	packages/ai-parrot-integrations/src/parrot/integrations/core/auth/post_auth.py	6	2	ai-parrot,ai-parrot-integrations	False	False	False
parrot.integrations.core.state	packages/ai-parrot-integrations/src/parrot/integrations/core/state.py	6	1	ai-parrot,ai-parrot-integrations	False	False	False
parrot.integrations.devloop.bridge	packages/ai-parrot-integrations/src/parrot/integrations/devloop/bridge.py	6	1	ai-parrot-integrations	False	False	False
parrot.integrations.devloop.briefs	packages/ai-parrot-integrations/src/parrot/integrations/devloop/briefs.py	6	1	ai-parrot-integrations	False	False	False
parrot.integrations.devloop.process	packages/ai-parrot-integrations/src/parrot/integrations/devloop/process.py	6	1	ai-parrot-integrations	False	False	False
parrot.integrations.devloop.registry	packages/ai-parrot-integrations/src/parrot/integrations/devloop/registry.py	6	1	ai-parrot-integrations	False	False	False
parrot.integrations.devloop.tail	packages/ai-parrot-integrations/src/parrot/integrations/devloop/tail.py	6	1	ai-parrot-integrations	False	False	False
parrot.integrations.devloop.transport	packages/ai-parrot-integrations/src/parrot/integrations/devloop/transport.py	6	1	ai-parrot-integrations	False	False	False
parrot.integrations.matrix.crew.crew_wrapper	packages/ai-parrot-integrations/src/parrot/integrations/matrix/crew/crew_wrapper.py	6	0	ai-parrot-integrations	False	False	False
parrot.integrations.matrix.crew.session_models	packages/ai-parrot-integrations/src/parrot/integrations/matrix/crew/session_models.py	6	0	ai-parrot-integrations	False	False	False
parrot.integrations.msagentsdk.semantic	packages/ai-parrot-integrations/src/parrot/integrations/msagentsdk/semantic.py	6	2	ai-parrot-integrations	False	False	False
parrot.integrations.msteams.dialogs.presets.wizard	packages/ai-parrot-integrations/src/parrot/integrations/msteams/dialogs/presets/wizard.py	6	0	ai-parrot-integrations	False	False	False
parrot.integrations.telegram.context	packages/ai-parrot-integrations/src/parrot/integrations/telegram/context.py	6	0	ai-parrot,ai-parrot-integrations	False	False	False
parrot.integrations.telegram.crew.agent_card	packages/ai-parrot-integrations/src/parrot/integrations/telegram/crew/agent_card.py	6	0	ai-parrot-integrations	False	False	False
parrot.integrations.telegram.mcp_persistence	packages/ai-parrot-integrations/src/parrot/integrations/telegram/mcp_persistence.py	6	1	ai-parrot,ai-parrot-integrations	False	False	False
parrot.knowledge.bookstore.library	packages/ai-parrot/src/parrot/knowledge/bookstore/library.py	6	2	ai-parrot	False	False	False
parrot.knowledge.bookstore.wiki_export	packages/ai-parrot/src/parrot/knowledge/bookstore/wiki_export.py	6	0	ai-parrot	False	False	False
parrot.services.identity_mapping	packages/ai-parrot-server/src/parrot/services/identity_mapping.py	6	2	ai-parrot,ai-parrot-integrations	False	False	False
parrot.services.models	packages/ai-parrot-server/src/parrot/services/models.py	6	1	ai-parrot-server	False	False	False
parrot.tools.execution_plan.planner	packages/ai-parrot/src/parrot/tools/execution_plan/planner.py	6	1	ai-parrot,ai-parrot-server	False	False	False
parrot_formdesigner.audio.models	packages/parrot-formdesigner/src/parrot_formdesigner/audio/models.py	6	0	parrot-formdesigner	False	False	False
parrot_loaders.extractors.csv_source	packages/ai-parrot-loaders/src/parrot_loaders/extractors/csv_source.py	6	0	ai-parrot,ai-parrot-loaders,ai-parrot-tools	False	False	False
parrot_loaders.extractors.records_source	packages/ai-parrot-loaders/src/parrot_loaders/extractors/records_source.py	6	0	ai-parrot,ai-parrot-loaders,ai-parrot-tools	False	False	False
parrot_loaders.extractors.sql_source	packages/ai-parrot-loaders/src/parrot_loaders/extractors/sql_source.py	6	0	ai-parrot,ai-parrot-loaders,ai-parrot-tools	False	False	False
parrot_tools.contracts.verifier	packages/ai-parrot-tools/src/parrot_tools/contracts/verifier.py	6	0	ai-parrot-tools	False	False	False
parrot_tools.interfaces.gigsmart.exceptions	packages/ai-parrot-tools/src/parrot_tools/interfaces/gigsmart/exceptions.py	6	4	ai-parrot-tools	False	False	False
parrot_tools.legal.boe.hashing	packages/ai-parrot-tools/src/parrot_tools/legal/boe/hashing.py	6	1	ai-parrot-tools	False	False	False
parrot_tools.o365.base	packages/ai-parrot-tools/src/parrot_tools/o365/base.py	6	1	ai-parrot-tools	False	False	False
parrot_tools.quant.models	packages/ai-parrot-tools/src/parrot_tools/quant/models.py	6	0	ai-parrot-tools	False	False	False
parrot_tools.security.reports.compliance_mapper	packages/ai-parrot-tools/src/parrot_tools/security/reports/compliance_mapper.py	6	0	ai-parrot-tools	False	False	False
parrot_tools.tool_optimizations.policy	packages/ai-parrot-tools/src/parrot_tools/tool_optimizations/policy.py	6	0	ai-parrot-tools	False	False	False
navrules.conditions	packages/navrules/src/navrules/conditions.py	5	0	navrules	False	False	False
navrules.context	packages/navrules/src/navrules/context.py	5	0	navrules	False	False	False
parrot.auth.userinfo	packages/ai-parrot/src/parrot/auth/userinfo.py	5	3	ai-parrot,ai-parrot-integrations	False	False	False
parrot.autonomous.transport.filesystem.channel	packages/ai-parrot-server/src/parrot/autonomous/transport/filesystem/channel.py	5	0	ai-parrot-server	False	False	False
parrot.autonomous.transport.filesystem.feed	packages/ai-parrot-server/src/parrot/autonomous/transport/filesystem/feed.py	5	0	ai-parrot-server	False	False	False
parrot.autonomous.transport.filesystem.inbox	packages/ai-parrot-server/src/parrot/autonomous/transport/filesystem/inbox.py	5	0	ai-parrot-server	False	False	False
parrot.autonomous.transport.filesystem.registry	packages/ai-parrot-server/src/parrot/autonomous/transport/filesystem/registry.py	5	0	ai-parrot-server	False	False	False
parrot.autonomous.transport.filesystem.reservation	packages/ai-parrot-server/src/parrot/autonomous/transport/filesystem/reservation.py	5	0	ai-parrot-server	False	False	False
parrot.cli.renderer	packages/ai-parrot/src/parrot/cli/renderer.py	5	5	ai-parrot,ai-parrot-integrations	False	False	False
parrot.integrations.devloop.service	packages/ai-parrot-integrations/src/parrot/integrations/devloop/service.py	5	3	ai-parrot-integrations	False	False	False
parrot.integrations.matrix.crew.session	packages/ai-parrot-integrations/src/parrot/integrations/matrix/crew/session.py	5	0	ai-parrot-integrations	False	False	False
parrot.integrations.matrix.crew.swarm_toolkit	packages/ai-parrot-integrations/src/parrot/integrations/matrix/crew/swarm_toolkit.py	5	0	ai-parrot-integrations	False	False	False
parrot.integrations.msagentsdk.auth	packages/ai-parrot-integrations/src/parrot/integrations/msagentsdk/auth.py	5	0	ai-parrot-integrations	False	False	False
parrot.integrations.msagentsdk.cards	packages/ai-parrot-integrations/src/parrot/integrations/msagentsdk/cards.py	5	1	ai-parrot-integrations	False	False	False
parrot.integrations.msteams.dialogs.presets.conversational	packages/ai-parrot-integrations/src/parrot/integrations/msteams/dialogs/presets/conversational.py	5	0	ai-parrot-integrations	False	False	False
parrot.integrations.msteams.dialogs.presets.simple_form	packages/ai-parrot-integrations/src/parrot/integrations/msteams/dialogs/presets/simple_form.py	5	0	ai-parrot-integrations	False	False	False
parrot.integrations.msteams.dialogs.presets.wizard_summary	packages/ai-parrot-integrations/src/parrot/integrations/msteams/dialogs/presets/wizard_summary.py	5	0	ai-parrot-integrations	False	False	False
parrot.integrations.msteams.models	packages/ai-parrot-integrations/src/parrot/integrations/msteams/models.py	5	0	ai-parrot-integrations	False	False	False
parrot.integrations.slack.devloop.blocks	packages/ai-parrot-integrations/src/parrot/integrations/slack/devloop/blocks.py	5	0	ai-parrot-integrations	False	False	False
parrot.integrations.telegram.callbacks	packages/ai-parrot-integrations/src/parrot/integrations/telegram/callbacks.py	5	1	ai-parrot,ai-parrot-integrations	False	False	False
parrot.integrations.telegram.decorators	packages/ai-parrot-integrations/src/parrot/integrations/telegram/decorators.py	5	0	ai-parrot,ai-parrot-integrations	False	False	False
parrot.integrations.telegram.mcp_commands	packages/ai-parrot-integrations/src/parrot/integrations/telegram/mcp_commands.py	5	0	ai-parrot,ai-parrot-integrations	False	False	False
parrot.integrations.telegram.office365_commands	packages/ai-parrot-integrations/src/parrot/integrations/telegram/office365_commands.py	5	0	ai-parrot,ai-parrot-integrations	False	False	False
parrot.integrations.telegram.operator_commands	packages/ai-parrot-integrations/src/parrot/integrations/telegram/operator_commands.py	5	0	ai-parrot,ai-parrot-integrations	False	False	False
parrot.integrations.telegram.post_auth_jira	packages/ai-parrot-integrations/src/parrot/integrations/telegram/post_auth_jira.py	5	2	ai-parrot,ai-parrot-integrations	False	False	False
parrot.knowledge.ontology.cache	packages/ai-parrot/src/parrot/knowledge/ontology/cache.py	5	1	ai-parrot,ai-parrot-tools	False	False	False
parrot.knowledge.retrieval.exceptions	packages/ai-parrot/src/parrot/knowledge/retrieval/exceptions.py	5	2	ai-parrot	False	False	False
parrot.knowledge.retrieval.policies.base	packages/ai-parrot/src/parrot/knowledge/retrieval/policies/base.py	5	4	ai-parrot	False	False	False
parrot.outputs.formats.chart	packages/ai-parrot-visualizations/src/parrot/outputs/formats/chart.py	5	0	ai-parrot-visualizations	False	False	False
parrot.scheduler.models	packages/ai-parrot-server/src/parrot/scheduler/models.py	5	0	ai-parrot-integrations,ai-parrot-server	False	False	False
parrot.tools.reminder	packages/ai-parrot/src/parrot/tools/reminder.py	5	2	ai-parrot,ai-parrot-integrations	False	False	False
parrot_formdesigner.controls.registry	packages/parrot-formdesigner/src/parrot_formdesigner/controls/registry.py	5	0	parrot-formdesigner	False	False	False
parrot_formdesigner.services.blob_storage	packages/parrot-formdesigner/src/parrot_formdesigner/services/blob_storage.py	5	2	parrot-formdesigner	False	False	False
parrot_loaders.extractors.factory	packages/ai-parrot-loaders/src/parrot_loaders/extractors/factory.py	5	3	ai-parrot,ai-parrot-loaders,ai-parrot-tools	False	False	False
parrot_tools.browsing.models	packages/ai-parrot-tools/src/parrot_tools/browsing/models.py	5	2	ai-parrot-tools	False	False	False
parrot_tools.business_automation.store	packages/ai-parrot-tools/src/parrot_tools/business_automation/store.py	5	1	ai-parrot-integrations,ai-parrot-tools	False	False	False
parrot_tools.cloudsploit.comparator	packages/ai-parrot-tools/src/parrot_tools/cloudsploit/comparator.py	5	1	ai-parrot-tools	False	False	False
parrot_tools.cloudsploit.parser	packages/ai-parrot-tools/src/parrot_tools/cloudsploit/parser.py	5	1	ai-parrot-tools	False	False	False
parrot_tools.contracts.service	packages/ai-parrot-tools/src/parrot_tools/contracts/service.py	5	1	ai-parrot-tools	False	False	False
parrot_tools.ibkr.models	packages/ai-parrot-tools/src/parrot_tools/ibkr/models.py	5	0	ai-parrot-tools	False	False	False
parrot_tools.interfaces.gigsmart.config	packages/ai-parrot-tools/src/parrot_tools/interfaces/gigsmart/config.py	5	4	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.handlers.organizations	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/handlers/organizations.py	5	0	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.models.location_hierarchy_assignments	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/models/location_hierarchy_assignments.py	5	0	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.models.time_off_eligibility	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/models/time_off_eligibility.py	5	2	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.parsers.candidate_parsers	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/parsers/candidate_parsers.py	5	0	ai-parrot-tools	False	False	False
parrot_tools.legal.boe.queries	packages/ai-parrot-tools/src/parrot_tools/legal/boe/queries.py	5	2	ai-parrot-tools	False	False	False
parrot_tools.legal.ids	packages/ai-parrot-tools/src/parrot_tools/legal/ids.py	5	2	ai-parrot-tools	False	False	False
parrot_tools.legal.librarian.models	packages/ai-parrot-tools/src/parrot_tools/legal/librarian/models.py	5	0	ai-parrot-tools	False	False	False
parrot_tools.querysource.models	packages/ai-parrot-tools/src/parrot_tools/querysource/models.py	5	4	ai-parrot-tools	False	False	False
parrot_tools.research.models	packages/ai-parrot-tools/src/parrot_tools/research/models.py	5	0	ai-parrot-tools	False	False	False
parrot_tools.security.checkov.config	packages/ai-parrot-tools/src/parrot_tools/security/checkov/config.py	5	0	ai-parrot-tools	False	False	False
parrot_tools.security.persistence	packages/ai-parrot-tools/src/parrot_tools/security/persistence.py	5	1	ai-parrot-tools	False	False	False
parrot_tools.security.prowler.config	packages/ai-parrot-tools/src/parrot_tools/security/prowler/config.py	5	0	ai-parrot-tools	False	False	False
parrot_tools.security.reports.generator	packages/ai-parrot-tools/src/parrot_tools/security/reports/generator.py	5	0	ai-parrot-tools	False	False	False
parrot_tools.security.trivy.config	packages/ai-parrot-tools/src/parrot_tools/security/trivy/config.py	5	0	ai-parrot-tools	False	False	False
navrules.abstract	packages/navrules/src/navrules/abstract.py	4	1	navrules	False	False	False
parrot.autonomous.transport.filesystem.transport	packages/ai-parrot-server/src/parrot/autonomous/transport/filesystem/transport.py	4	1	ai-parrot-server	False	False	False
parrot.bots.flows.authoring.contracts	packages/ai-parrot/src/parrot/bots/flows/authoring/contracts.py	4	0	ai-parrot,ai-parrot-server	False	False	False
parrot.bots.flows.authoring.schemas	packages/ai-parrot/src/parrot/bots/flows/authoring/schemas.py	4	0	ai-parrot,ai-parrot-server	False	False	False
parrot.cli.commands	packages/ai-parrot/src/parrot/cli/commands.py	4	3	ai-parrot,ai-parrot-integrations	False	False	False
parrot.cli.repl	packages/ai-parrot/src/parrot/cli/repl.py	4	6	ai-parrot,ai-parrot-integrations	False	False	False
parrot.clients.local.models	packages/ai-parrot-client-local/src/parrot/clients/local/models.py	4	0	ai-parrot-client-local,ai-parrot-client-vllm	False	False	False
parrot.embeddings.multimodal.base	packages/ai-parrot/src/parrot/embeddings/multimodal/base.py	4	2	ai-parrot,ai-parrot-embeddings	False	False	False
parrot.embeddings.multimodal.quantization	packages/ai-parrot/src/parrot/embeddings/multimodal/quantization.py	4	3	ai-parrot,ai-parrot-embeddings	False	False	False
parrot.eval.evaluators.base	packages/ai-parrot/src/parrot/eval/evaluators/base.py	4	4	ai-parrot	False	False	False
parrot.flows.dev_loop.sdd_coder.complexity	packages/ai-parrot/src/parrot/flows/dev_loop/sdd_coder/complexity.py	4	4	ai-parrot	False	False	False
parrot.flows.dev_loop.sdd_coder.roster	packages/ai-parrot/src/parrot/flows/dev_loop/sdd_coder/roster.py	4	3	ai-parrot	False	False	False
parrot.handlers.scheduler	packages/ai-parrot-server/src/parrot/handlers/scheduler.py	4	0	ai-parrot-integrations,ai-parrot-server	False	False	False
parrot.integrations.devloop.parser	packages/ai-parrot-integrations/src/parrot/integrations/devloop/parser.py	4	1	ai-parrot-integrations	False	False	False
parrot.integrations.matrix.client	packages/ai-parrot-integrations/src/parrot/integrations/matrix/client.py	4	1	ai-parrot-integrations	False	False	False
parrot.integrations.matrix.crew.swarm	packages/ai-parrot-integrations/src/parrot/integrations/matrix/crew/swarm.py	4	0	ai-parrot-integrations	False	False	False
parrot.integrations.matrix.crew.transport	packages/ai-parrot-integrations/src/parrot/integrations/matrix/crew/transport.py	4	0	ai-parrot-integrations	False	False	False
parrot.integrations.msagentsdk.agent	packages/ai-parrot-integrations/src/parrot/integrations/msagentsdk/agent.py	4	0	ai-parrot-integrations	False	False	False
parrot.integrations.msagentsdk.models	packages/ai-parrot-integrations/src/parrot/integrations/msagentsdk/models.py	4	1	ai-parrot-integrations	False	False	False
parrot.integrations.msagentsdk.resume	packages/ai-parrot-integrations/src/parrot/integrations/msagentsdk/resume.py	4	0	ai-parrot-integrations	False	False	False
parrot.integrations.msteams.commands	packages/ai-parrot-integrations/src/parrot/integrations/msteams/commands/__init__.py	4	2	ai-parrot-integrations	False	False	False
parrot.integrations.msteams.dialogs.presets	packages/ai-parrot-integrations/src/parrot/integrations/msteams/dialogs/presets/__init__.py	4	0	ai-parrot-integrations	False	False	False
parrot.integrations.slack.devloop.transport	packages/ai-parrot-integrations/src/parrot/integrations/slack/devloop/transport.py	4	3	ai-parrot-integrations	False	False	False
parrot.integrations.telegram.crew.registry	packages/ai-parrot-integrations/src/parrot/integrations/telegram/crew/registry.py	4	0	ai-parrot-integrations	False	False	False
parrot.integrations.telegram.wrapper	packages/ai-parrot-integrations/src/parrot/integrations/telegram/wrapper.py	4	0	ai-parrot,ai-parrot-integrations	False	False	False
parrot.integrations.whatsapp.handler	packages/ai-parrot-integrations/src/parrot/integrations/whatsapp/handler.py	4	0	ai-parrot-integrations	False	False	False
parrot.integrations.whatsapp.models	packages/ai-parrot-integrations/src/parrot/integrations/whatsapp/models.py	4	1	ai-parrot-integrations	False	False	False
parrot.integrations.whatsapp.utils	packages/ai-parrot-integrations/src/parrot/integrations/whatsapp/utils.py	4	0	ai-parrot-integrations	False	False	False
parrot.knowledge.contracts.carding	packages/ai-parrot/src/parrot/knowledge/contracts/carding.py	4	1	ai-parrot,ai-parrot-tools	False	False	False
parrot.knowledge.graphindex.extractors.skill	packages/ai-parrot/src/parrot/knowledge/graphindex/extractors/skill.py	4	2	ai-parrot,ai-parrot-tools	False	False	False
parrot.knowledge.graphindex.meta_ontology	packages/ai-parrot/src/parrot/knowledge/graphindex/meta_ontology.py	4	1	ai-parrot,ai-parrot-tools	False	False	False
parrot.knowledge.retrieval.pin	packages/ai-parrot/src/parrot/knowledge/retrieval/pin.py	4	3	ai-parrot	False	False	False
parrot.knowledge.wiki.claude_code.bookstore_assets	packages/ai-parrot/src/parrot/knowledge/wiki/claude_code/bookstore_assets.py	4	0	ai-parrot	False	False	False
parrot.knowledge.wiki.codex.assets	packages/ai-parrot/src/parrot/knowledge/wiki/codex/assets.py	4	0	ai-parrot	False	False	False
parrot.knowledge.wiki.codex.bookstore_assets	packages/ai-parrot/src/parrot/knowledge/wiki/codex/bookstore_assets.py	4	0	ai-parrot	False	False	False
parrot.knowledge.wiki.google.assets	packages/ai-parrot/src/parrot/knowledge/wiki/google/assets.py	4	0	ai-parrot	False	False	False
parrot.knowledge.wiki.google.bookstore_assets	packages/ai-parrot/src/parrot/knowledge/wiki/google/bookstore_assets.py	4	0	ai-parrot	False	False	False
parrot.mcp.server	packages/ai-parrot-server/src/parrot/mcp/server.py	4	13	ai-parrot-server	False	False	False
parrot.outputs.formats.generators.abstract	packages/ai-parrot-visualizations/src/parrot/outputs/formats/generators/abstract.py	4	0	ai-parrot-visualizations	False	False	False
parrot.outputs.formats.table	packages/ai-parrot/src/parrot/outputs/formats/table.py	4	2	ai-parrot-visualizations	False	False	False
parrot.scheduler.manager	packages/ai-parrot-server/src/parrot/scheduler/manager.py	4	2	ai-parrot-integrations,ai-parrot-server	False	False	False
parrot.scheduler.sanitize	packages/ai-parrot-server/src/parrot/scheduler/sanitize.py	4	0	ai-parrot-integrations,ai-parrot-server	False	False	False
parrot_formdesigner.api._upload_helpers	packages/parrot-formdesigner/src/parrot_formdesigner/api/_upload_helpers.py	4	0	parrot-formdesigner	False	False	False
parrot_formdesigner.renderers.audio	packages/parrot-formdesigner/src/parrot_formdesigner/renderers/audio.py	4	0	parrot-formdesigner	False	False	False
parrot_loaders.files.abstract	packages/ai-parrot-loaders/src/parrot_loaders/files/abstract.py	4	0	ai-parrot-loaders	False	False	False
parrot_tools.aws.ecr	packages/ai-parrot-tools/src/parrot_tools/aws/ecr.py	4	2	ai-parrot-tools	False	False	False
parrot_tools.business_automation.toolkit	packages/ai-parrot-tools/src/parrot_tools/business_automation/toolkit.py	4	3	ai-parrot-integrations,ai-parrot-tools	False	False	False
parrot_tools.computer.models	packages/ai-parrot-tools/src/parrot_tools/computer/models.py	4	4	ai-parrot-tools	False	False	False
parrot_tools.docker.models	packages/ai-parrot-tools/src/parrot_tools/docker/models.py	4	0	ai-parrot-tools	False	False	False
parrot_tools.interfaces.gigsmart.auth	packages/ai-parrot-tools/src/parrot_tools/interfaces/gigsmart/auth.py	4	2	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.config	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/config.py	4	3	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.handlers.applicants	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/handlers/applicants.py	4	0	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.handlers.candidates	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/handlers/candidates.py	4	0	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.handlers.cost_centers	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/handlers/cost_centers.py	4	0	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.handlers.custom_punch_field_report	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/handlers/custom_punch_field_report.py	4	0	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.handlers.custom_punch_field_report_rest	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/handlers/custom_punch_field_report_rest.py	4	0	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.handlers.custom_report	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/handlers/custom_report.py	4	0	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.handlers.import_reported_time_blocks	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/handlers/import_reported_time_blocks.py	4	0	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.handlers.import_time_clock_events	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/handlers/import_time_clock_events.py	4	0	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.handlers.job_posting_sites	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/handlers/job_posting_sites.py	4	0	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.handlers.job_postings	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/handlers/job_postings.py	4	0	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.handlers.job_requisitions	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/handlers/job_requisitions.py	4	0	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.handlers.locations	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/handlers/locations.py	4	0	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.handlers.payroll	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/handlers/payroll.py	4	0	ai-parrot-tools	False	False	False
parrot_tools.interfaces.workday.handlers.put_time_clock_events	packages/ai-parrot-tools/src/parrot_tools/interfaces/workday/handlers/put_time_clock_events.py	4	0	ai-parrot-tools	False	False	False
